index,search_query,name,current_price,original_price,rating,reviews,discount,offers,image_url,delivery,availability,site,scraped_at
11,fridge double door fridge 5 star,"Samsung 550 L, Convertible, Digital Inverter, Frost Free French Door Refrigerator (RF57A5032S9/TL, Silver, Refined Inox)","69,990","₹87,990₹87,990",4.2,(643),(20% off),"Save ₹3,000with coupon; with coupon",https://m.media-amazon.com/images/I/61fvqo8WlhL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",300+ bought in past month,amazon,2025-10-25T16:42:19.714155
12,fridge double door fridge 5 star,"IFB Smart Choice 241L 3 Star Tru Convertible 10-in-1 Advanced Inverter Frost Free Double Door Refrigerator (IFBFF-2913DKSET, Metal Black, 360 Degree Cooling, Extraordinary Space)","25,990",₹10.78₹10.78,4.2,(278),(35% off),,https://m.media-amazon.com/images/I/51z8sXRymhL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",400+ bought in past month,amazon,2025-10-25T16:42:19.718137
13,fridge double door fridge 5 star,"Haier 240L 2 Star Frost Free Top Mount Double Door Refrigerator|Cool Pad|200% Faster Ice Making in 49 Minutes (HEF-252EGS-P, Moon Silver)",N/A,N/A,4.2,(685),No featured offers available,,https://m.media-amazon.com/images/I/61oinNdgo9L._AC_UY218_.jpg,N/A,900+ bought in past month,amazon,2025-10-25T16:42:19.722155
14,fridge double door fridge 5 star,"Samsung 633 L, 3 Star, Frost Free, Double Door, Convertible 5-in-1 Digital Inverter, Side By Side Refrigerator with AI, WiFi & Water & Ice Dispenser (RS78CG8543S9HL, Silver, Refined Inox)","1,12,990","₹1,52,000₹1,52,000",4.3,(790),(26% off),"Save ₹3,000with coupon; with coupon",https://m.media-amazon.com/images/I/71jzzqmfApL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",100+ bought in past month,amazon,2025-10-25T16:42:19.729143
15,fridge double door fridge 5 star,"Samsung 350 L, 3 Star, Convertible 5-in-1, Digital Inverter, Frost Free Double Door, WiFi Enabled Bespoke AI Refrigerator (RT38DG5A4DS8HL, Elegant Inox, Silver)","40,990","₹59,990₹59,990",4.0,(3.3K),(32% off),,https://m.media-amazon.com/images/I/61ijZofCEzL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",700+ bought in past month,amazon,2025-10-25T16:42:19.732143
16,fridge double door fridge 5 star,"Samsung Smart Choice 467 L, 3 Star, Convertible 5-in-1, Digital Inverter, Frost Free Double Door, Bespoke AI WiFi Enabled Refrigerator (RT80F51C3KHL, Luxe Black)","60,990","₹82,999₹82,999",4.1,(1.7K),(27% off),"Save ₹3,000with coupon; with coupon",https://m.media-amazon.com/images/I/61mO73jaLWL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",100+ bought in past month,amazon,2025-10-25T16:42:19.734139
17,fridge double door fridge 5 star,"Samsung 653 L, 3 Star, Frost Free, Double Door, Convertible 5-in-1 Digital Inverter, Side By Side AI Enabled Smart Refrigerator with WiFi (RS76CG8003B1HL, Black Matte/Black DOI)","81,990","₹1,21,000₹1,21,000",4.2,(450),(32% off),"Save ₹3,000with coupon; with coupon",https://m.media-amazon.com/images/I/619ZkcJhq2L._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",200+ bought in past month,amazon,2025-10-25T16:42:19.736139
18,fridge double door fridge 5 star,Whirlpool 235 L 2 Star Frost Free inverter Double Door Refrigerator (NEO DF278 PRM RADIANT STEEL(2S)-TL),"20,490","₹30,200₹30,200",3.9,(3K),(32% off),"Save ₹1,000with coupon; with coupon",https://m.media-amazon.com/images/I/51yxzxwn3LL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",900+ bought in past month,amazon,2025-10-25T16:42:19.738141
19,fridge double door fridge 5 star,"Midea 253 L,2 Star Frost Free Double Door Refrigerator with real Inverter Compressor, Deo Fresh TechnologyEnergy Efficient,Stabilizer Free Operation, Adjustable Shelves (MDRT350FGI50, Crystal Silver)","22,490","₹31,990₹31,990",3.4,(4),(30% off),,https://m.media-amazon.com/images/I/71blDR6YirL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",50+ bought in past month,amazon,2025-10-25T16:42:19.742146
20,fridge double door fridge 5 star,"Haier 240L 3 Star Frost Free Top Mount Double Door Refrigerator|5 In 1 Convertible Modes|Twin Inverter|200% Faster Ice Making in 49 Minutes (HEF-253GB-P, GE Black)",N/A,N/A,4.2,(89),No featured offers available,,https://m.media-amazon.com/images/I/61tr7u-16EL._AC_UY218_.jpg,N/A,100+ bought in past month,amazon,2025-10-25T16:42:19.746239
21,fridge double door fridge 5 star,"Samsung Smart Choice 653 L, 3 Star, Bespoke AI, Glass Door, Frost Free, Double Door, Convertible 5-in-1 Digital Inverter, Side By Side Refrigerator with Auto Open Door (RS76CB81A341HL, Clean Navy)","99,990","₹1,60,000₹1,60,000",4.2,(450),(38% off),"Save ₹3,000with coupon; with coupon",https://m.media-amazon.com/images/I/71XycXs9zYL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",N/A,amazon,2025-10-25T16:42:19.749243
22,fridge double door fridge 5 star,"Samsung Smart Choice 467 L, 3 Star, Convertible 5-in-1, Digital Inverter, Frost Free Double Door, Bespoke AI WiFi Enabled Refrigerator (RT80F51C3KHL, Luxe Black)","60,990","₹82,999₹82,999",4.1,(1.7K),(27% off),"Save ₹3,000with coupon; with coupon",https://m.media-amazon.com/images/I/61mO73jaLWL._AC_UY218_.jpg,"FREE delivery as soon asWed, 29 Oct, 7 am - 9 pm",100+ bought in past month,amazon,2025-10-25T16:42:19.751242
1,air pods,Apple AirPods Pro (2nd generation) with MagSafe Case (U...,"₹15,999","₹23,900",4.6,"(32,057)",33% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/e/a/f/-original-imagtc44nk4b3hfg.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.784243
2,air pods,NEXX ARHAM TRUE WIRLESS BLUETOOTH AIR_PODS WITH GOOD SO...,₹290,"₹1,799",3.6,"(3,406)",83% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/l/x/v/bluetooth-tws-wireless-air-pods-with-good-sound-quality-and-10-original-imah748gavweqqfu.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.785243
3,air pods,"Apple AirPods 4 Wireless Earbuds, Personalised Spatial ...","₹11,499","₹12,900",4.4,"(2,262)",10% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/h/k/g/-original-imah4jvf79j6xdtd.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.787227
4,air pods,Apple AirPods 4 Wireless Earbuds with Active Noise Canc...,"₹15,999","₹17,900",4.4,"(1,312)",10% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/i/p/p/-original-imah9a3tahjtnyd8.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.788229
5,air pods,Elvue AIRPOD PRO Bluetooth,₹225,₹599,N/A,N/A,62% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/m/h/k/airpod-pro-elvue-original-imahgnrcfmkbgvns.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.791233
6,air pods,youth gallery A21 TWS AIRPOD black Earbud Bluetooth Hea...,₹299,"₹1,999",N/A,N/A,85% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/q/t/e/a11-tws-airpod-black-earbud-bluetooth-headphone-youth-gallery-original-imahgugkfjwpfg9m.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.793230
7,air pods,U7 Earbuds Bluetooth,₹299,"₹1,999",3.6,(228),85% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/m/5/h/earbuds-u7-original-imahchqmzkh3hmd2.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.794228
8,air pods,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,₹297,"₹1,599",4.4,(11),81% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/i/1/0/tws-bluetooth-earbuds-true-wireless-headphone-with-magsafe-original-imahgnh7exxsyzvt.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.795228
9,air pods,GWALBROS A13 TWS AIRPOD black Earbud Bluetooth Bluetoot...,₹284,"₹1,099",3.6,(12),74% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/2/o/g/a13-tws-airpod-black-earbud-bluetooth-gwalbros-original-imahggyepqsfgvn6.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.796227
10,air pods,Apple AirPods(2nd gen) with Charging Case Bluetooth Hea...,"₹7,999","₹12,900",4.5,"(1,55,509)",37% off,,https://rukminim2.flixcart.com/image/612/612/kpinwy80/headphone/x/r/e/mmef2hn-a-apple-original-imag3qe9hphsevrt.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.797228
11,air pods,NEXX ARHAM TRUE WIRLESS BLUETOOTH AIR_PODS WITH GOOD SO...,₹288,"₹1,699",3.6,(457),83% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/p/p/j/true-wirless-bluetooth-air-pods-with-good-sound-quality-10-hour-original-imah7h2c4mh6cw4k.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.799233
12,air pods,Divya Buds Pro 2 with 50 dB ANC| Hi-Res + LDAC| Smart D...,₹599,"₹4,999",N/A,N/A,88% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/y/a/v/cmf-buds-2a-42-db-anc-12-4mm-driver-dirac-tuned-ultra-bass-tech-original-imahet7vynfd2ajg.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.801227
13,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹283,"₹1,699",N/A,N/A,83% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/s/e/i/wireless-tws-airpod-black-earbud-bluetooth-anc-1-dinesh-original-imahgxyyzxe8fbnb.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.802227
14,air pods,GWALBROS A2 TWS AIRPOD black Earbud Bluetooth Bluetooth,₹279,"₹1,099",N/A,N/A,74% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/l/n/e/a2-tws-airpod-black-earbud-bluetooth-gwalbros-original-imahgfzv2znfqznh.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.804228
15,air pods,house of common Airpods Pro 2 (2nd generation) Deep Aud...,₹299,₹999,N/A,N/A,70% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/p/x/j/2nd-generation-new-airpods-pro-2-with-magsafe-case-usb-c-morxt-original-imahds9dymttvara.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.806227
16,air pods,GWALBROS A8 TWS AIRPOD black Earbud Bluetooth Bluetooth,₹299,"₹1,099",N/A,N/A,72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/g/0/i/a8-tws-airpod-black-earbud-bluetooth-gwalbros-original-imahgfzv6fpwrhfv.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.808230
17,air pods,Shivana TWS AIRPOD black Earbud Bluetooth A14 Bluetooth,₹279,₹999,4.3,(3),72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/g/m/j/tws-airpod-black-earbud-bluetooth-a14-shivana-original-imahgfwkssdhtdgt.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.809231
18,air pods,Shivana TWS AIRPOD black Earbud Bluetooth A28 Bluetooth,₹279,₹999,N/A,N/A,72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/w/p/v/tws-airpod-black-earbud-bluetooth-a28-shivana-original-imahgfuzdfhggk4r.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.811231
19,air pods,Shivana TWS AIRPOD black Earbud Bluetooth A12 Bluetooth,₹279,₹999,5,(3),72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/u/f/c/airpodd-anc-earbuds-gadget-adda-original-imagyphkxswbfpwh.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.812329
20,air pods,FLOZUM Airpods tws Deep bass earpods latest version Blu...,₹279,₹999,N/A,N/A,72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/j/b/airpods-tws-deep-bass-earpods-latest-version-flozum-original-imahgfpmarauhnew.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.814327
21,air pods,dinesh enterprises WIRELESS TWS AIRPOD WHITE Earbud Blu...,₹299,"₹1,699",N/A,N/A,82% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/u/y/p/wireless-tws-airpod-white-earbud-bluetooth-anc-3-dinesh-original-imahgt6huzydkjjm.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.816327
22,air pods,Shivana TWS AIRPOD black Earbud Bluetooth A29 Bluetooth,₹279,₹999,N/A,N/A,72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/d/q/tws-airpod-black-earbud-bluetooth-a29-shivana-original-imahgfungd3df3xm.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.817327
23,air pods,Shivana TWS AIRPOD black Earbud Bluetooth A30 Bluetooth,₹279,₹999,N/A,N/A,72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/r/b/u/tws-airpod-black-earbud-bluetooth-a30-shivana-original-imahgfukxfhbbt53.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.820229
24,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹292,"₹1,699",N/A,N/A,82% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/5/g/a/wireless-tws-airpod-black-earbud-bluetooth-anc-1-dinesh-original-imahh6fdhh7rvhdq.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.822227
25,air pods,GWALBROS A14 TWS AIRPOD black Earbud Bluetooth Bluetoot...,₹299,"₹1,099",N/A,N/A,72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/t/b/w/new-airpods-pro-black-tws-bluetooth-earbuds-true-wireless-original-imahf56mwwszc5zh.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.824236
26,air pods,Shivana TWS AIRPOD black Earbud Bluetooth A7 Bluetooth,₹279,₹999,5,(5),72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/w/k/i/tws-airpod-black-earbud-bluetooth-a7-shivana-original-imahgfup8vvd8xxt.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.826334
27,air pods,Shivana TWS AIRPOD black Earbud Bluetooth A27 Bluetooth,₹279,₹999,N/A,N/A,72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/p/i/i/tws-airpod-black-earbud-bluetooth-a27-shivana-original-imahgfummyhfpzhn.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.828333
28,air pods,allons TWS Bluetooth Earbuds True Wireless Headphone wi...,₹299,"₹1,766",N/A,N/A,83% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/c/w/6/tws-earbuds-true-wireless-bluetooth-headphone-with-magsafe-original-imahg3vx7kf4u7ct.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.830342
29,air pods,GWALBROS Air Pods Pro 25H Play Time Type-C Fast Charge ...,₹499,"₹1,999",N/A,N/A,75% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/8/q/air-pods-pro-25h-play-time-type-c-fast-charge-gwalbros-original-imahf89ayedw4fha.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.832329
30,air pods,TECHIO Air Pods Pro 25H Play Time Type-C Fast Charge Bl...,₹299,"₹1,599",N/A,N/A,81% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/7/j/v/air-pods-pro-25h-play-time-type-c-fast-charge-kliksy-original-imahfwtxusnbbasz.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.833331
31,air pods,GWALBROS A11 TWS AIRPOD black Earbud Bluetooth Bluetoot...,₹299,"₹1,099",2.7,(3),72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/z/2/c/a11-tws-airpod-black-earbud-bluetooth-gwalbros-original-imahggyetxuam5yq.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.835231
32,air pods,GWALBROS A20 TWS AIRPOD black Earbud Bluetooth Bluetoot...,₹299,"₹1,099",3.3,(4),72% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/p/p/new-airpods-pro-black-tws-bluetooth-earbuds-true-wireless-original-imahf56mtbxbxx9g.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.836228
33,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹290,"₹1,499",N/A,N/A,80% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/f/4/v/wireless-tws-airpod-black-earbud-bluetooth-anc-134-dinesh-original-imahgxyyajgzhaws.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.837227
34,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹297,"₹1,699",N/A,N/A,82% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/o/b/l/wireless-tws-airpod-black-earbud-bluetooth-anc-133-dinesh-original-imahgxyfqg5uzdae.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.839228
35,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹295,"₹1,699",N/A,N/A,82% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/i/m/n/wireless-tws-airpod-black-earbud-bluetooth-anc-124-dinesh-original-imahgwdw4xgyaf5f.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.842290
36,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹276,"₹1,699",N/A,N/A,83% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/h/e/v/wireless-tws-airpod-black-earbud-bluetooth-anc-123-dinesh-original-imahh3ha4egfgqgg.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.843335
37,air pods,dinesh enterprises WIRELESS TWS AIRPOD WHITE Earbud Blu...,₹294,"₹1,699",N/A,N/A,82% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/m/o/p/wireless-tws-airpod-white-earbud-bluetooth-anc-112-dinesh-original-imahgtfmf3vyypxh.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.845338
38,air pods,dinesh enterprises WIRELESS TWS AIRPOD Earbud Bluetooth...,₹299,"₹1,599",N/A,N/A,81% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/t/k/5/wireless-tws-airpod-earbud-bluetooth-anc-136-dinesh-enterprises-original-imahgxyqg2dh9fjw.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.847329
39,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹300,"₹1,551",N/A,N/A,80% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/v/t/t/wireless-tws-airpod-black-earbud-bluetooth-anc-131-dinesh-original-imahgxyyztazmnfz.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.848327
40,air pods,dinesh enterprises WIRELESS TWS AIRPOD black Earbud Blu...,₹295,"₹1,500",N/A,N/A,80% off,,https://rukminim2.flixcart.com/image/612/612/xif0q/headphone/k/b/q/wireless-tws-airpod-black-earbud-bluetooth-anc-128-dinesh-original-imahgxyyhdasachj.jpeg,N/A,N/A,flipkart,2025-10-25T16:42:22.850327
1,vivo mobile,Vivo Y31 Pro 5G  8GB RAM 128GB (Y31PRO5G8128GB),"₹18,999","₹23,999",N/A,N/A,"(Save ₹5,000,
                                                                                21%
                                                                                off)","(Save ₹5,000,
                                                                                21%
                                                                                off)",https://www.sathya.store/img/product/j6FftQN5FZwsaIZi.png,N/A,N/A,sathya,2025-10-25T16:42:46.294714
2,vivo mobile,"Vivo Y31 5G  6GB RAM, 128GB (Y315G6128GB)","₹16,499","₹19,999",N/A,N/A,"(Save ₹3,500,
                                                                                18%
                                                                                off)","(Save ₹3,500,
                                                                                18%
                                                                                off)",https://www.sathya.store/img/product/s80OXYkJT8pZIFr5.png,N/A,N/A,sathya,2025-10-25T16:42:46.296711
3,vivo mobile,"Vivo Y400 Mobile 5G 8GB RAM, 128GB (Y4005G8128GB)","₹21,999","₹25,999",N/A,N/A,"(Save ₹4,000,
                                                                                15%
                                                                                off)","(Save ₹4,000,
                                                                                15%
                                                                                off)",https://www.sathya.store/img/product/zLC1BhTmKGYU7m2D.png,N/A,N/A,sathya,2025-10-25T16:42:46.298736
4,vivo mobile,"Vivo V60 5G 8GB RAM, 256GB (V605G8256GB)","₹38,999","₹43,999",N/A,N/A,"(Save ₹5,000,
                                                                                11%
                                                                                off)","(Save ₹5,000,
                                                                                11%
                                                                                off)",https://www.sathya.store/img/product/eQnKYCTgEYxpszod.png,N/A,N/A,sathya,2025-10-25T16:42:46.299731
5,vivo mobile,"Vivo V60e 5G (8GB RAM, 256GB Storage, V60E5G8256GB)","₹31,999","₹36,999",N/A,N/A,"(Save ₹5,000,
                                                                                14%
                                                                                off)","(Save ₹5,000,
                                                                                14%
                                                                                off)",https://www.sathya.store/img/product/w5HNXc68WflBOxSH.png,N/A,N/A,sathya,2025-10-25T16:42:46.301712
6,vivo mobile,"Vivo Y19e (Y19E4G464GBGB, 4GB RAM, 64GB Storage)","₹7,999","₹11,999",N/A,N/A,"(Save ₹4,000,
                                                                                33%
                                                                                off)","(Save ₹4,000,
                                                                                33%
                                                                                off)",https://www.sathya.store/img/product/ygVWFQ0FqxaShMBv.jpg,N/A,N/A,sathya,2025-10-25T16:42:46.302734
7,vivo mobile,"Vivo Y19 5G Mobile Phone (Y195G6128GB, 4GB RAM, 128GB Storage)","₹12,999","₹16,499",N/A,N/A,"(Save ₹3,500,
                                                                                21%
                                                                                off)","(Save ₹3,500,
                                                                                21%
                                                                                off)",https://www.sathya.store/img/product/zuLJac90Uf7EUIMN.png,N/A,N/A,sathya,2025-10-25T16:42:46.304747
8,vivo mobile,"Vivo V60e 5G (12GB RAM, 256GB Storage, V60E5G12256GB)","₹33,999","₹38,999",N/A,N/A,"(Save ₹5,000,
                                                                                13%
                                                                                off)","(Save ₹5,000,
                                                                                13%
                                                                                off)",https://www.sathya.store/img/product/rlX0KReoHUUijmKO.png,Delivery in 1 week,N/A,sathya,2025-10-25T16:42:46.307715
9,vivo mobile,"Vivo Y19 5G Mobile Phone (4GB RAM, 128GB Storage, Y195G4128GB)","₹11,499","₹15,499",N/A,N/A,"(Save ₹4,000,
                                                                                26%
                                                                                off)","(Save ₹4,000,
                                                                                26%
                                                                                off)",https://www.sathya.store/img/product/XpDwKAmJ40AdpO1N.png,N/A,N/A,sathya,2025-10-25T16:42:46.310714
