index,search_query,name,current_price,original_price,rating,reviews,discount,offers,image_url,delivery,availability,site,scraped_at
21,mobile phones,"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Teal","₹66,900","₹79,900",4.5,1,(16% off),"Up to 5% back with Amazon Pay ICICI card; Up to 5% back with Amazon Pay ICICI...; Sponsored; 500+ bought in past month; M.R.P:; Up to 5% back with Amazon Pay ICICI cardUp to 5% back with Amazon Pay ICICI...; FREE deliveryFri, 31 Oct",https://m.media-amazon.com/images/I/61eYPkT2zZL._AC_UY218_.jpg,"FREE deliveryFri, 31 Oct",500+ bought in past month,amazon,2025-10-25T16:55:08.669084
22,mobile phones,"Samsung Galaxy M17 5G (Moonlight Silver, 4GB RAM, 128GB Storage)| Circle to Search| Gemini Live| 50MP OIS Triple Camera| IP54 Rating| Gorilla Glass Victus| AI| 6 Gen of OS Upgrades| Without Charger","₹12,999","₹16,499",4.3,38,(21% off),"Save ₹500with coupon; with coupon; Sponsored; M.R.P:; ₹500Save ₹500with coupon; FREE deliveryTue, 28 OctOr fastest deliveryMon, 27 Oct",https://m.media-amazon.com/images/I/71fOArIi24L._AC_UY218_.jpg,"FREE deliveryTue, 28 OctOr fastest deliveryMon, 27 Oct",N/A,amazon,2025-10-25T16:55:08.678080
1,mobile phones,"Google Pixel 9A (Obsidian, 256 GB)4.43,231 Ratings&245 Reviews8 GB RAM | 256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP | 12MP Front Camera5100 mAh BatteryTensor G4 Processor1 Year Domestic Warranty₹44,999₹49,99910% offSuper DealsUpto₹32,350Off on Exchange","₹44,999","₹49,999",4.4,3,10% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/b/u/-original-imahadxg2fazkzub.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.308837
2,mobile phones,"Google Pixel 9A (Porcelain, 256 GB)4.43,231 Ratings&245 Reviews8 GB RAM | 256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP | 12MP Front Camera5100 mAh BatteryTensor G4 Processor1 Year Domestic Warranty₹44,999₹49,99910% offSuper DealsUpto₹32,350Off on Exchange","₹44,999","₹49,999",4.4,3,10% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/q/f/-original-imahadxg8mgjzrfh.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.313129
3,mobile phones,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Breeze Blue, 128 GB)4.560,819 Ratings&4,988 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories₹12,999₹16,99923% offHot DealUpto₹9,800Off on Exchange","₹12,999","₹16,999",4.5,60,23% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/a/9/-original-imahfw4vxaqmcsjp.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.318130
4,mobile phones,"POCO C71  - Locked with Airtel Prepaid (Desert Gold, 64 GB)3.941,328 Ratings&1,900 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹5,599₹8,99937% offUpto₹4,000Off on ExchangeBank Offer","₹5,599","₹8,999",3.9,41,37% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/f/u/-original-imahgbazegktpgqw.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.322102
5,mobile phones,"Google Pixel 9A (Iris, 256 GB)4.43,231 Ratings&245 Reviews8 GB RAM | 256 GB ROM15.96 cm (6.285 inch) Full HD+ Display48MP + 12MP | 12MP Front Camera5100 mAh BatteryTensor G4 Processor1 Year Domestic Warranty₹44,999₹49,99910% offSuper DealsUpto₹32,350Off on Exchange","₹44,999","₹49,999",4.4,3,10% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/3/2/-original-imahadxgjufkypv5.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.327080
6,mobile phones,"POCO C71 (Cool Blue, 128 GB)4.121,200 Ratings&1,013 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹6,799₹9,99932% offUpto₹4,950Off on ExchangeBank Offer","₹6,799","₹9,999",4.1,21,32% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/5/z/-original-imahawgarmg5f8ff.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.332067
7,mobile phones,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)4.416,157 Ratings&1,333 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories₹11,999₹15,99925% offHot DealUpto₹9,000Off on Exchange","₹11,999","₹15,999",4.4,16,25% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/s/r/y/-original-imahfw4vez79uubg.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.336131
8,mobile phones,"Samsung Galaxy F06 5G (Lit Violet, 64 GB)4.130,599 Ratings&1,847 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories₹7,499₹12,49940% offSuper DealsUpto₹5,450Off on Exchange","₹7,499","₹12,499",4.1,30,40% off,,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/q/r/-original-imahfvrmzd46wgw5.jpeg,N/A,N/A,flipkart,2025-10-25T16:55:11.341077
